"PROPAGATIVE_MATERIAL_TYPE","COUNTRY_OF_ORIGIN_NAME","MEDIAN_QTY_LT200","PRODUCER_GROUP_TOP","IMPORTER_NAME_TOP","Compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","gubler orchids","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","biostok","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","perfect choice","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"GENEROS ECUATORIANOS","hanna gregor","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Natta 1565 Limited","hanna gregor","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","b c amp f brokerage","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Natta 1565 Limited","perfect choice","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","foremost foliage","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","mchutchison","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Thailand",FALSE,"Reference","express seed","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV Jawadipa Nusantara","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Nisa Garden","Reference","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV Okanoka Multi Usaha","stephanie schouten","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV AESTETICH","Reference","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Sekar Wana Jaya","joni suhartomo","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV Okanoka Multi Usaha","Reference","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV KEBUN INDAH","Reference","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Sekar Wana Jaya","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","joni suhartomo","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Sekar Wana Jaya","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","tat tristan g","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"PT AQUATIC PLAN CENTRE INDONESIA","complete aquatic systems","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","ultum nature systems","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV KEBUN INDAH","stephanie schouten","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Nisa Garden","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","stephanie schouten","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV Jawadipa Nusantara","puspa ariani pande ketut","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","costa farms","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","foremost foliage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"PT AQUATIC PLAN CENTRE INDONESIA","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"PT AQUATIC PLAN CENTRE INDONESIA","waterscaap pond amp aquarium plants","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","perfect choice","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV AESTETICH","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV KEBUN INDAH","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV Jawadipa Nusantara","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","biostok","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"CV KEBUN INDAH","hanna gregor","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Nisa Garden","hanna gregor","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","hanna gregor","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","omega customs brokers","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","puspa ariani pande ketut","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",TRUE,"Reference","express seed","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV Jawadipa Nusantara","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Nisa Garden","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV Okanoka Multi Usaha","stephanie schouten","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV AESTETICH","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Sekar Wana Jaya","joni suhartomo","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV Okanoka Multi Usaha","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV KEBUN INDAH","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Sekar Wana Jaya","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","joni suhartomo","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Sekar Wana Jaya","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","tat tristan g","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"PT AQUATIC PLAN CENTRE INDONESIA","complete aquatic systems","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","ultum nature systems","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV KEBUN INDAH","stephanie schouten","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","missing","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Nisa Garden","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","stephanie schouten","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV Jawadipa Nusantara","puspa ariani pande ketut","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","costa farms","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","foremost foliage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"PT AQUATIC PLAN CENTRE INDONESIA","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","miyar intl brokerage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"PT AQUATIC PLAN CENTRE INDONESIA","waterscaap pond amp aquarium plants","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","perfect choice","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV AESTETICH","missing","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV KEBUN INDAH","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV Jawadipa Nusantara","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","biostok","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"CV KEBUN INDAH","hanna gregor","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Nisa Garden","hanna gregor","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","hanna gregor","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","omega customs brokers","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","puspa ariani pande ketut","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Indonesia",FALSE,"Reference","express seed","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Philippines",TRUE,"Reference","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Philippines",TRUE,"Reference","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Philippines",TRUE,"Reference","omega customs brokers","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Philippines",TRUE,"Reference","aksiporn saengfa","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Philippines",FALSE,"Reference","missing","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Philippines",FALSE,"Reference","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Philippines",FALSE,"Reference","omega customs brokers","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Philippines",FALSE,"Reference","aksiporn saengfa","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Austria",TRUE,"Reference","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Austria",TRUE,"Reference","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Austria",FALSE,"Reference","missing","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Austria",FALSE,"Reference","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Mexico",TRUE,"Reference","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Mexico",TRUE,"Reference","scott valentine","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Mexico",TRUE,"Reference","express seed","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Mexico",TRUE,"Reference","costa farms","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","Mexico",TRUE,"Reference","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","Mexico",FALSE,"Reference","Reference","High compliance"
"Root cutting, crown, or clump, Tuberous Root","Mexico",FALSE,"Reference","scott valentine","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Mexico",FALSE,"Reference","express seed","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Mexico",FALSE,"Reference","costa farms","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","Mexico",FALSE,"Reference","missing","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"KUNMING TAODUROU HORTICULUTURE C","mimi nursery","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"KUNMING TAODUROU HORTICULUTURE C","Reference","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","costa farms","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"SHANDONG HUAYUCHENG AGRICULTURAL","Reference","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"SHANDONG HUAYUCHENG AGRICULTURAL","mimi nursery","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"ZHANGZHOU BANRUO","united plant growers","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","chen tian","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"ZHANGZHOU BANRUO","foremost foliage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","fleurizon","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"ZHANGZHOU BANRUO","Reference","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","united plant growers","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","express seed","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","western cactus enterprises","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"KUNMING TAODUROU HORTICULUTURE C","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","complete aquatic systems","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","foremost foliage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","mimi nursery","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","perfect choice","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","green plant cuttings usa","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","mchutchison","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"ZHANGZHOU BANRUO","fleurizon","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","biostok","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"ZHANGZHOU BANRUO","express seed","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"ZHANGZHOU BANRUO","foremost foliage inc dba foremostco","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"ZHANGZHOU BANRUO","costa farms","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"ZHANGZHOU BANRUO","green plant cuttings usa","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","omega customs brokers","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","altman specialty plants","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","scott valentine","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"Reference","kurt weiss greenhouse","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","China",TRUE,"SHANDONG HUAYUCHENG AGRICULTURAL","missing","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"Reference","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"Reference","missing","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"KUNMING TAODUROU HORTICULUTURE C","mimi nursery","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"KUNMING TAODUROU HORTICULUTURE C","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"Reference","costa farms","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"SHANDONG HUAYUCHENG AGRICULTURAL","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"SHANDONG HUAYUCHENG AGRICULTURAL","mimi nursery","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"ZHANGZHOU BANRUO","united plant growers","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"Reference","chen tian","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"ZHANGZHOU BANRUO","foremost foliage","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"Reference","fleurizon","Poor compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"ZHANGZHOU BANRUO","Reference","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"Reference","united plant growers","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"Reference","express seed","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"Reference","western cactus enterprises","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"KUNMING TAODUROU HORTICULUTURE C","missing","Low compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"Reference","complete aquatic systems","Medium compliance"
"Root cutting, crown, or clump, Tuberous Root","China",FALSE,"Reference","foremost foliage","Low compliance"
