INSPECTION_NUMBER,INSPECTION_LOCATION_NAME,PATHWAY,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,PRODUCER
INS-3945,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),392,23391,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-6378,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),191,5827,GroLink Plant Co.
INS-7484,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),41,1475,Altman Plants
INS-4819,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),463,39809,Pacifica Flowers
INS-2328,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",980,33721,Colorama Wholesale Nursery
INS-1848,Los Angeles PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",243,20554,Sunshine Floral Inc.
INS-9978,Atlanta PIS,Air,India,Budwood/Graftwood (scion),83,4860,Dewar Nurseries
INS-4962,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",633,16155,Heartland Growers
INS-8939,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",855,80437,Floral Plant Growers LLC
INS-5233,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",861,27826,Rockwell Farms Inc.
INS-9257,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),32,1327,The Sun Valley Group
INS-1712,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),119,153,Hermann Engelmann Greenhouses
INS-1884,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",603,26974,Milgro Nursery Inc.
INS-9333,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",634,38444,Rockwell Farms Inc.
INS-9518,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",360,116,Gallup & Stribling Orchids Inc.
INS-3880,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",96,1578,Tagawa Greenhouses
INS-4189,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",791,38357,El Modeno Gardens Inc.
INS-4946,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",150,1776,Lucas Greenhouses
INS-4681,Los Angeles PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),771,57772,Alex R. Masson
INS-2582,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",577,31405,Bob's Market & Greenhouses Inc.
INS-9128,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",119,5077,Timberline Nursery Inc.
INS-3269,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",230,15077,Silver Terrace Nursery
INS-7331,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),316,25507,"Bergen's Greenhouses, Inc."
INS-1520,Miami PIS,Sea,India,Budwood/Graftwood (scion),180,14246,Altman Plants
INS-1234,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",616,48599,Color Star Growers
INS-6854,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",905,83508,Silver Terrace Nursery
INS-4015,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",382,1275,Elzinga & Hoeksema Greenhouses
INS-6866,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",638,9823,Elzinga & Hoeksema Greenhouses
INS-1786,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),693,20096,"Farmers' West Flowers & Bouquets, Inc."
INS-9555,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",479,32905,Maria Gardens Greenhouses Inc.
INS-7698,Atlanta PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),675,66728,Sunshine Floral Inc.
INS-8969,Miami PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",231,9864,Twixwood Nursery LLC
INS-2140,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",253,10963,Dallas Johnson Greenhouses
INS-3930,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",471,6545,Operation
INS-4332,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",382,4380,Wenke Greenhouses
INS-5904,Miami PIS,Air,India,Budwood/Graftwood (scion),400,23093,Grower Direct Farms
INS-3695,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),909,85976,Valley Flowers
INS-1430,Los Angeles PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",333,4496,Paul Ecke Ranch
INS-4332,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",382,4380,Wenke Greenhouses
INS-3269,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",230,15077,Silver Terrace Nursery
INS-4451,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),204,4932,Twixwood Nursery LLC
INS-2652,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),823,67186,"B&H Flowers, Inc."
INS-3449,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",854,37744,Color Star Growers
INS-6677,Miami PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",743,38210,O.F. Nelson & Sons Nursery Inc.
INS-4456,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),596,7309,Milgro Nursery Inc.
INS-4062,Los Angeles PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",949,29869,Sunshine Floral Inc.
INS-5881,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),350,22047,Smith Gardens
INS-8000,Miami PIS,Air,India,Budwood/Graftwood (scion),855,36513,Altman Plants
INS-4417,Atlanta PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),939,54508,Paul Ecke Ranch
INS-6378,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),191,5827,GroLink Plant Co.
INS-9698,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",17,1281,Welby Gardens Co. Inc.
INS-5706,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",628,27141,Armstrong Growers
INS-9205,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",969,36534,Rockwell Farms Inc.
INS-8232,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",898,34602,Welby Gardens Co. Inc.
INS-1418,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",814,37729,"Matsui Nursery, Inc."
INS-4739,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),718,46214,Rocket Farms
INS-7245,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",721,2772,"Olive Hill Greenhouses, Inc."
INS-9923,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),618,38968,Gallup & Stribling Orchids Inc.
INS-4982,Miami PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",945,47447,Paul Ecke Ranch
INS-1786,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),693,20096,"Farmers' West Flowers & Bouquets, Inc."
INS-6138,Los Angeles PIS,Sea,Japan,Budwood/Graftwood (scion),963,69935,Welby Gardens Co. Inc.
INS-2060,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),329,1756,Tagawa Greenhouses
INS-7724,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",15,981,Dan & Jerry's Greenhouse
INS-5590,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),495,34965,Rocket Farms
INS-7522,Atlanta PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",523,44687,Color Star Growers
INS-8926,Atlanta PIS,Air,India,Budwood/Graftwood (scion),210,18237,"Olive Hill Greenhouses, Inc."
INS-6700,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",930,69658,Kerry's Bromeliads
INS-6577,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",227,10953,Dramm & Echter Inc.
INS-7732,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",845,47261,Burgett Geothermal Greenhouses
INS-8681,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),960,37792,Hermann Engelmann Greenhouses
INS-8926,Atlanta PIS,Air,India,Budwood/Graftwood (scion),210,18237,"Olive Hill Greenhouses, Inc."
INS-1232,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),655,18729,Kerry's Bromeliads
INS-6106,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),477,25781,"Stacy's Greenhouses, Inc."
INS-2934,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),928,90985,GroLink Plant Co.
INS-8841,Atlanta PIS,Air,India,Budwood/Graftwood (scion),77,6685,Lucas Greenhouses
INS-6825,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),774,5078,Johannes Flowers Inc.
INS-4689,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),727,72699,Operation
INS-2562,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),291,28218,'Riverview Flower Farm
INS-4015,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",382,1275,Elzinga & Hoeksema Greenhouses
INS-7323,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),747,15592,Petitti Garden Center (Casa Verde)
INS-2812,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),998,28020,California Pajarosa
INS-1786,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),693,20096,"Farmers' West Flowers & Bouquets, Inc."
INS-9052,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),563,8800,Dewar Nurseries
INS-7783,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",29,1782,Nurserymen's Exchange
INS-2658,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",54,1513,Dewar Nurseries
INS-3686,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",56,5384,Smith Gardens
INS-9791,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",382,23893,Battlefield Farms
INS-7351,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",216,2427,Kube-Pak
INS-6577,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",227,10953,Dramm & Echter Inc.
INS-3846,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),810,36878,O.F. Nelson & Sons Nursery Inc.
INS-3737,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",376,12735,Green Valley Growers
INS-1234,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",616,48599,Color Star Growers
INS-7533,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",884,65709,Hermann Engelmann Greenhouses
INS-1298,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),2,148,Operation
INS-1029,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),149,14352,Silver Terrace Nursery
INS-7546,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",403,33738,Polk Nursery Company Inc.
INS-9538,Los Angeles PIS,Air,Netherlands,Budwood/Graftwood (scion),599,30988,Westland Floral Co.
INS-7744,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),648,62804,GroLink Plant Co.
INS-5167,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",72,3384,California Pajarosa
INS-5273,Miami PIS,Train,Japan,Budwood/Graftwood (scion),811,3444,Gallup & Stribling Orchids Inc.
INS-4799,Miami PIS,Air,Netherlands,Budwood/Graftwood (scion),487,437,Polk Nursery Company Inc.
INS-3947,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",968,18444,Colorama Wholesale Nursery
INS-5706,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",628,27141,Armstrong Growers
INS-4741,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),872,8715,Burgett Geothermal Greenhouses
INS-6492,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),245,6706,Elzinga & Hoeksema Greenhouses
INS-9128,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",119,5077,Timberline Nursery Inc.
INS-9970,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),261,100,Colorama Wholesale Nursery
INS-1679,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",292,18583,Van de Wetering Greenhouses Inc.
INS-4443,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",321,31657,Delray Plants Inc.
INS-2463,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),946,78283,Bob's Market & Greenhouses Inc.
INS-4122,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),985,23575,Aris (formerly Yoder Brothers)
INS-3620,Atlanta PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",763,43708,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-2429,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",271,22979,Green Valley Growers
INS-7783,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",29,1782,Nurserymen's Exchange
INS-5333,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",501,40768,California Pajarosa
INS-9228,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),213,122,Welby Gardens Co. Inc.
INS-1224,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",43,3836,Operation
INS-1520,Miami PIS,Sea,India,Budwood/Graftwood (scion),180,14246,Altman Plants
INS-4618,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),633,32459,Garden State Growers
INS-1679,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",292,18583,Van de Wetering Greenhouses Inc.
INS-3449,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",854,37744,Color Star Growers
INS-9923,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),618,38968,Gallup & Stribling Orchids Inc.
INS-2828,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),69,2206,Four Star Greenhouses
INS-2652,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),823,67186,"B&H Flowers, Inc."
INS-6210,Los Angeles PIS,Truck,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",933,61042,Hermann Engelmann Greenhouses
INS-5372,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",342,18748,Nurserymen's Exchange
INS-6287,Miami PIS,Air,India,Budwood/Graftwood (scion),302,14741,Van de Wetering Greenhouses Inc.
INS-4392,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",521,9237,Alex R. Masson
INS-8550,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),437,11551,Alex R. Masson
INS-2184,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",194,17208,Kent's Bromeliads Nursery Inc.
INS-4739,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),718,46214,Rocket Farms
INS-7145,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",285,27499,'Nash Greenhouses
INS-8926,Atlanta PIS,Air,India,Budwood/Graftwood (scion),210,18237,"Olive Hill Greenhouses, Inc."
INS-4362,Miami PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",724,64364,"Bergen's Greenhouses, Inc."
INS-6156,Los Angeles PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",98,4940,Van Wingerden International Inc.
INS-1581,Los Angeles PIS,Truck,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),875,13191,"B&H Flowers, Inc."
INS-2399,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",617,20440,Rocket Farms
INS-1581,Los Angeles PIS,Truck,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),875,13191,"B&H Flowers, Inc."
INS-7533,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",884,65709,Hermann Engelmann Greenhouses
INS-3620,Atlanta PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",763,43708,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-7522,Atlanta PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",523,44687,Color Star Growers
INS-1520,Miami PIS,Sea,India,Budwood/Graftwood (scion),180,14246,Altman Plants
INS-8848,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",315,10507,Polk Nursery Company Inc.
INS-8632,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),171,10117,El Modeno Gardens Inc.
INS-1721,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",776,29583,Gallup & Stribling Orchids Inc.
INS-1185,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",70,6820,Westland Floral Co.
INS-1414,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),411,4033,Operation
INS-8776,Atlanta PIS,Sea,India,Budwood/Graftwood (scion),506,15823,Northwest Horticulture
INS-3102,Miami PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",7,348,Green Circle Growers
INS-6059,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",4,197,Valley Flowers
INS-4737,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),892,5431,Paul Ecke Ranch
INS-8236,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",301,4530,Kerry's Bromeliads
INS-5285,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",118,4638,GroLink Plant Co.
INS-5540,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),215,19631,Van de Wetering Greenhouses Inc.
INS-9944,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",983,15167,GroLink Plant Co.
INS-2251,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",205,4411,Hiebert Greenhouse of South Dakota
INS-8572,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),97,7382,Rockwell Farms Inc.
INS-1395,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",870,15043,"Stacy's Greenhouses, Inc."
INS-5200,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",942,66836,Hiebert Greenhouse of South Dakota
INS-9050,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",108,748,Wenke Greenhouses
INS-6966,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),973,19916,Heartland Growers
INS-7108,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",204,7310,Aldershot of New Mexico Inc.
INS-3453,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),857,44873,Dewar Nurseries
INS-4685,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),205,17819,Sunshine Floral Inc.
INS-4310,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",603,12850,The Sun Valley Group
INS-5706,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",628,27141,Armstrong Growers
INS-5082,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),486,43359,Hines Horticulture
INS-3963,Miami PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",148,1859,Ocean Breeze International
INS-3831,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),554,51737,Grower Direct Farms
INS-3250,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),677,27852,Kurt Weiss Greenhouses
INS-4280,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",832,12232,Sawyer Nursery
INS-2251,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",205,4411,Hiebert Greenhouse of South Dakota
INS-8939,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",855,80437,Floral Plant Growers LLC
INS-6498,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",544,31596,Kawahara Nurseries
INS-2131,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),42,3152,"Farmers' West Flowers & Bouquets, Inc."
INS-7205,Atlanta PIS,Sea,New Zeland,Budwood/Graftwood (scion),332,16067,Delray Plants Inc.
INS-8729,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),593,35707,"Costa Farms, LLC"
INS-3199,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",137,1963,Armstrong Growers
INS-2251,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",205,4411,Hiebert Greenhouse of South Dakota
INS-1079,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",443,16321,Kent's Bromeliads Nursery Inc.
INS-1310,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),979,69004,Lucas Greenhouses
INS-7772,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",674,37896,Maria Gardens Greenhouses Inc.
INS-9923,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),618,38968,Gallup & Stribling Orchids Inc.
INS-1307,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),29,1586,Paul Ecke Ranch
